ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,2017-01-01,1049214.0,25.5,1266444.5305869046,2534003.0
1,2017-02-01,962766.0,25.5,1139955.750704266,2537129.0
1,2017-03-01,1091001.0,25.5,1297993.8680305302,2540255.0
1,2017-04-01,969528.0000000001,25.5,1155088.5056458607,2543381.0
1,2017-05-01,1120173.0,25.5,1240699.8487330964,2546507.0
1,2017-06-01,1182885.0,25.5,1356507.3947518081,2549633.0
1,2017-07-01,1206990.0,25.5,1182964.3145402058,2552759.0
1,2017-08-01,1204860.0,25.5,1269984.6291621234,2555885.0
1,2017-09-01,1075599.0,25.5,1097673.6672541602,2559011.0
1,2017-10-01,1033368.0,25.5,1062923.7285782462,2562137.0
1,2017-11-01,1075680.0,25.5,1081373.6830529273,2565263.0
1,2017-12-01,1053297.0,25.5,1104535.2595470282,2568389.0
