Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999,6.865840507151136,3.967503607273102,8.715863903332002,1913969.0
2013,6.426332282829866,10.60209310054779,8.060813159969053,2419078.0
2002,7.144125718843361,16.108921845753986,9.025476879376127,2009524.0
2014,6.14307642824432,19.244043827056885,7.820278606254428,2456232.0
2003,7.210035404753332,33.49742285410563,9.159595288715392,2041274.0
2015,6.008279222364379,15.054205179214478,7.592650384854618,2493503.0
2004,7.224830625826129,31.087684174378712,9.216571698072553,2073511.0
2016,5.877690577937169,20.327716827392578,7.60163293000016,2530887.0
2005,7.098569259787514,31.09052034219106,9.043140927651196,2121897.0
2017,5.668206006714754,86.68624480565389,6.967331681723657,2568389.0
2006,7.167913043584909,30.367342631022137,9.211259247543174,2160537.0
2018,5.734616198200566,141.13832346598306,6.566234080457619,2606011.0
2007,7.131008914666183,26.517239729563396,9.17937329407467,2197670.0
2008,7.080822773639424,23.43105920155843,9.131510850385682,2234567.0
2009,6.930057755090797,21.37805239359538,8.892704889493489,2271379.0
2010,6.852120293621882,20.401752312978108,8.747882135578353,2308205.0
2011,6.640860842997578,18.643294552961986,8.42142898192437,2345086.0
2000,7.202034125046574,8.880838493506113,9.060223340229012,1946073.0
2012,6.546463460048318,15.897104640801748,8.276780442567715,2382031.0
2001,7.18691150632518,18.699081897735596,9.058099472738197,1977731.0
