Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999,6.865840507151136,52.717211405436196,5.286791857305406,1913969.0
2013,6.426332282829866,43.37872187296549,5.435146428346057,2419078.0
2002,7.144125718843361,48.629806200663246,5.50965605001051,2009524.0
2014,6.14307642824432,43.38344097137451,5.06837522761226,2456232.0
2003,7.210035404753332,49.467162450154625,5.554739680409506,2041274.0
2015,6.008279222364379,43.470407803853355,4.8586684523593275,2493503.0
2004,7.224830625826129,49.12907409667969,5.6716288317964665,2073511.0
2016,5.877690577937169,43.48160330454508,4.668986941258829,2530887.0
2005,7.098569259787514,48.39780966440836,5.666761600841097,2121897.0
2017,5.668206006714754,111.46497027079265,4.401445176325522,2568389.0
2006,7.167913043584909,48.1331901550293,5.583712756311269,2160537.0
2018,5.734616198200566,161.27734088897705,4.561250254789078,2606011.0
2007,7.131008914666183,48.09862105051676,5.673186638079458,2197670.0
2008,7.080822773639424,47.89724540710449,5.785341667684726,2234567.0
2009,6.930057755090797,47.80240790049235,5.868451261501409,2271379.0
2010,6.852120293621882,45.15219338734945,5.544741542935415,2308205.0
2011,6.640860842997578,43.9776414235433,5.5901486661863595,2345086.0
2000,7.202034125046574,51.7601531346639,5.695539391768667,1946073.0
2012,6.546463460048318,43.44113413492838,5.7888010266309,2382031.0
2001,7.18691150632518,48.61806424458822,5.651118552224981,1977731.0
