Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999,6.865840507151136,12.14715321858724,7.6077313143953065,1913969.0
2013,6.426332282829866,23.650152842203777,8.076571042901183,2419078.0
2002,7.144125718843361,10.421237150828043,8.141486346124804,2009524.0
2014,6.14307642824432,35.89916372299194,7.736009828907048,2456232.0
2003,7.210035404753332,10.361902395884195,8.232157356077012,2041274.0
2015,6.008279222364379,24.64104700088501,7.558592746440743,2493503.0
2004,7.224830625826129,10.314396301905314,8.258488716179322,2073511.0
2016,5.877690577937169,44.09482947985331,7.433799108408662,2530887.0
2005,7.098569259787514,10.279534498850504,8.099491517951478,2121897.0
2017,5.668206006714754,100.36312421162923,6.720896743424301,2568389.0
2006,7.167913043584909,13.32713524500529,8.19604255489769,2160537.0
2018,5.734616198200566,142.95979944864908,6.329278459072591,2606011.0
2007,7.131008914666183,19.507446765899658,8.149219870823789,2197670.0
2008,7.080822773639424,16.419400612513225,8.0958833278047,2234567.0
2009,6.930057755090797,44.76315530141195,8.10575156490593,2271379.0
2010,6.852120293621882,38.57793617248535,8.04880313385388,2308205.0
2011,6.640860842997578,35.21489334106445,8.12238448429203,2345086.0
2000,7.202034125046574,10.709228038787842,8.195498743818796,1946073.0
2012,6.546463460048318,32.594666163126625,8.231137892089807,2382031.0
2001,7.18691150632518,10.49611226717631,8.188210159792717,1977731.0
