Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999,6.865840507151136,12.14715321858724,7.607731314395307,1913969.0
2013,6.426332282829866,10.275865157445272,7.47379319297154,2419078.0
2002,7.144125718843361,10.473337570826212,8.000156543708307,2009524.0
2014,6.14307642824432,19.695284446080525,7.12175074002955,2456232.0
2003,7.210035404753332,10.469752550125122,8.069057875636087,2041274.0
2015,6.008279222364379,16.46916715304057,6.9551963103805665,2493503.0
2004,7.224830625826129,10.449231704076132,8.097518425089548,2073511.0
2016,5.877690577937169,37.388899644215904,6.788263673436079,2530887.0
2005,7.098569259787514,10.426801760991415,7.942002729372927,2121897.0
2017,5.668206006714754,45.8046662012736,6.250475338741046,2568389.0
2006,7.167913043584909,10.415229876836142,7.916821130701554,2160537.0
2018,5.734616198200566,41.40949980417887,5.995357399606234,2606011.0
2007,7.131008914666183,10.408900260925293,7.874796519161787,2197670.0
2008,7.080822773639424,10.399296840031942,7.825197427402914,2234567.0
2009,6.930057755090797,10.371725718180338,7.839212722021261,2271379.0
2010,6.852120293621882,10.343049923578898,7.439719460189247,2308205.0
2011,6.640860842997578,16.649240414301556,7.5220107925224236,2345086.0
2000,7.202034125046574,10.709228038787842,8.195498743818797,1946073.0
2012,6.546463460048318,16.62447690963745,7.6343042205180405,2382031.0
2001,7.18691150632518,10.511865139007568,8.121423437291806,1977731.0
