Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999,6.865840507151136,47.684309005737305,8.804731508924581,1913969.0
2013,6.426332282829866,72.96699905395508,8.057443189604832,2419078.0
2002,7.144125718843361,80.91082986195882,9.03754370865699,2009524.0
2014,6.14307642824432,151.59211222330728,7.840455013176143,2456232.0
2003,7.210035404753332,121.48060576121013,9.122363717564756,2041274.0
2015,6.008279222364379,126.14532279968262,7.637971958009044,2493503.0
2004,7.224830625826129,126.7650515238444,9.137112483020545,2073511.0
2016,5.877690577937169,148.65378538767496,7.626521765466061,2530887.0
2005,7.098569259787514,124.02079232533772,8.96245137476387,2121897.0
2017,5.668206006714754,451.2668352127075,6.988855371493985,2568389.0
2006,7.167913043584909,126.64605808258057,9.043960248361252,2160537.0
2018,5.734616198200566,660.8786252339681,6.520413660590586,2606011.0
2007,7.131008914666183,119.09904448191325,8.982628195577066,2197670.0
2008,7.080822773639424,112.76649634043376,8.919294042544344,2234567.0
2009,6.930057755090797,108.79481474558513,8.733075647081419,2271379.0
2010,6.852120293621882,106.74809551239014,8.604660364389696,2308205.0
2011,6.640860842997578,100.67444356282552,8.339029080365059,2345086.0
2000,7.202034125046574,65.84093189239502,9.120461751927296,1946073.0
2012,6.546463460048318,89.40666580200195,8.220948456478686,2382031.0
2001,7.18691150632518,82.92970657348633,9.104051185903348,1977731.0
