Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999,6.865840507151136,44.53139464060465,5.8472170720873065,1913969.0
2013,6.426332282829866,48.509771982828774,8.050166002780355,2419078.0
2002,7.144125718843361,46.06818803151449,6.4920819553130995,2009524.0
2014,6.14307642824432,48.80637264251709,8.000406286337498,2456232.0
2003,7.210035404753332,57.85214296976725,6.598551725991324,2041274.0
2015,6.008279222364379,43.95458126068115,7.912811940852903,2493503.0
2004,7.224830625826129,65.24244499206543,6.698827654463131,2073511.0
2016,5.877690577937169,44.07715098063151,7.9537274511344105,2530887.0
2005,7.098569259787514,72.73821481068929,6.709038769843532,2121897.0
2017,5.668206006714754,346.775333404541,7.899531819275178,2568389.0
2006,7.167913043584909,95.55587704976399,6.871524596923759,2160537.0
2018,5.734616198200566,491.52718353271484,7.940639237766089,2606011.0
2007,7.131008914666183,95.16501712799072,7.00360510745419,2197670.0
2008,7.080822773639424,98.27684879302979,7.16851266305264,2234567.0
2009,6.930057755090797,76.0607426961263,7.2898312044360525,2271379.0
2010,6.852120293621882,72.69291655222575,7.510337017529149,2308205.0
2011,6.640860842997578,64.4885311126709,7.651986152419624,2345086.0
2000,7.202034125046574,45.82689253489176,6.460981327713848,1946073.0
2012,6.546463460048318,65.39492416381836,7.951771189728967,2382031.0
2001,7.18691150632518,46.18759981791178,6.473439497688421,1977731.0
