Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
2013,6.426332282829866,10.000038146972656,6.529412594548434,2419078.0
2002,7.144125718843361,10.025264978408813,7.226449811750885,2009524.0
2014,6.14307642824432,10.000037749608358,6.22723078575091,2456232.0
2003,7.210035404753332,10.000881910324097,7.344796245088495,2041274.0
2015,6.008279222364379,10.000038464864096,5.98280834775786,2493503.0
2004,7.224830625826129,10.000221729278564,7.460293672545174,2073511.0
2016,5.877690577937169,15.999023834864298,5.924911266979076,2530887.0
2005,7.098569259787514,10.000123262405396,7.256286561954055,2121897.0
2017,5.668206006714754,49.59957162539164,5.269601376603209,2568389.0
2006,7.167913043584909,12.301552057266235,7.280236337479981,2160537.0
2018,5.734616198200566,62.7420457204183,4.895752867634108,2606011.0
2007,7.131008914666183,12.852949301401773,7.309961317749093,2197670.0
2008,7.080822773639424,13.332398335138956,7.372003641538437,2234567.0
2009,6.930057755090797,10.000045935312906,7.116071273154412,2271379.0
2010,6.852120293621882,10.000041564305624,7.125076871622498,2308205.0
2011,6.640860842997578,10.000038146972656,6.902784827933709,2345086.0
2012,6.546463460048318,10.000036716461182,6.707262290287669,2382031.0
