Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999,6.865841023140157,23.073999404907227,8.340237082739062,1913969.0
2013,6.030786267959865,27.25,6.921922412249304,2419078.0
2002,7.1441255263492405,24.549001693725586,8.678692662167123,2009524.0
2014,5.737540922699072,31.244003295898438,6.930401223086006,2456232.0
2003,7.210037379766988,23.61600112915039,8.759579673254738,2041274.0
2015,5.512493621615332,17.53499984741211,6.56190256502405,2493503.0
2004,7.22483306009709,22.959999084472656,8.77755455259119,2073511.0
2016,5.328984738585638,27.45599937438965,6.142167286630336,2530887.0
2005,7.098568555495808,22.0570011138916,8.762526334131639,2121897.0
2017,5.105325962430665,25.5,5.589160975379051,2568389.0
2006,7.167912238855261,20.856000900268555,8.914365194877918,2160537.0
2007,7.1309345450784845,20.124000549316406,8.907773548886167,2197670.0
2008,7.078171727349782,19.18800163269043,8.905659387370482,2234567.0
2009,6.827209194170027,21.17500114440918,8.471215999637888,2271379.0
2010,6.701701020894182,23.009998321533203,8.09640108460667,2308205.0
2011,6.461228744933615,25.308000564575195,7.92304756841318,2345086.0
2000,7.202035673922183,23.05500030517578,8.74862672816662,1946073.0
2012,6.303867939963694,26.4320011138916,7.5416761041489355,2382031.0
2001,7.186909593944669,24.472000122070312,8.728051407134979,1977731.0
